-424.944,-389.298,-411.706,-422.173
-424.944,-389.298,-494.557,-351.343
-378.248,-346.843,-424.944,-389.298
-426.806,-463.275,-411.706,-422.173
-411.706,-422.173,-366.648,-431.24
-366.648,-431.24,-302.052,-388.965
-234.151,-379.147,-302.052,-388.965
-302.052,-388.965,-378.248,-346.843
-366.648,-431.24,-190.804,-629.142
-378.248,-346.843,-326.833,-222.718
388.514,-313.962,426.648,-210.67
388.514,-313.962,391.084,-322.874
262.508,-285.55,388.514,-313.962
521.178,-181.393,426.648,-210.67
426.648,-210.67,359.154,-199.742
262.508,-285.55,237.837,-381.538
261.839,-274.713,262.508,-285.55
347.17,-66.068,359.154,-199.742
359.154,-199.742,286.253,-215.606
261.839,-274.713,123.242,-230.848
286.253,-215.606,261.839,-274.713
286.253,-215.606,235.61,-131.318
-420.887,189.952,-353.66,165.197
-400.641,51.7432,-353.66,165.197
-353.66,165.197,-313.13,185.238
-420.887,189.952,-470.661,200.09
-432.951,315.138,-420.887,189.952
-292.973,243.253,-352.286,358.283
-259.975,427.044,-352.286,358.283
-352.286,358.283,-365.278,365.624
-292.973,243.253,-239.43,275.123
-300.392,210.841,-292.973,243.253
-313.13,185.238,-300.392,210.841
-313.13,185.238,-296.465,166.958
-134.55,185.585,-300.392,210.841
-382.517,357.396,-430.939,320.731
-382.517,357.396,-458.262,362.951
-365.278,365.624,-382.517,357.396
-541.566,325.849,-430.939,320.731
-430.939,320.731,-432.951,315.138
-383.648,402.546,-365.278,365.624
-514.974,216.642,-432.951,315.138
-1748.83,368.886,-6000,679.232
-1748.83,368.886,-495.906,398.353
-910.604,287.092,-1748.83,368.886
-6000,-38.4246,-557.081,21.3701
-450.181,-103.851,-557.081,21.3701
-557.081,21.3701,-506.852,30.9013
-910.604,287.092,-541.566,325.849
-514.974,216.642,-910.604,287.092
-506.852,30.9013,-470.661,200.09
-506.852,30.9013,-452.472,33.6678
-470.661,200.09,-514.974,216.642
220.499,125.992,196.748,157.889
220.499,125.992,297.778,86.7294
167.976,69.2547,220.499,125.992
206.867,225.278,196.748,157.889
196.748,157.889,104.597,122.374
167.976,69.2547,194.214,13.8599
108.563,106.647,167.976,69.2547
108.563,106.647,77.6741,21.0701
104.597,122.374,108.563,106.647
104.597,122.374,61.0381,164.219
-84.8734,-328.984,-188.313,-419.861
-234.151,-379.147,-188.313,-419.861
-188.313,-419.861,-190.804,-629.142
-84.8734,-328.984,-88.4416,-245.86
10.5672,-374.103,-84.8734,-328.984
-175.478,-742.121,14.2619,-398.728
-175.478,-742.121,-197.761,-6413.25
-190.804,-629.142,-175.478,-742.121
107.785,-504.031,14.2619,-398.728
14.2619,-398.728,10.5672,-374.103
24.3331,-365.911,10.5672,-374.103
-86.9808,129.132,-60.1147,259.091
-86.9808,129.132,8.3552,193.106
-91.1003,124.128,-86.9808,129.132
-56.7468,261.157,-60.1147,259.091
-60.1147,259.091,-90.6874,244.567
-132.57,154.211,-128.922,141.005
-132.57,154.211,-262.487,144.73
-134.55,185.585,-132.57,154.211
-167.26,96.7046,-128.922,141.005
-128.922,141.005,-91.1003,124.128
-91.1003,124.128,-69.8528,83.8209
-90.6874,244.567,-134.55,185.585
-239.43,275.123,-90.6874,244.567
-400.641,51.7432,-401.104,51.4431
-437.998,36.9936,-401.104,51.4431
-401.104,51.4431,-380.136,-130.014
-303.51,-23.0458,-400.641,51.7432
-296.934,-176.229,-303.51,-23.0458
-290.06,-12.6362,-303.51,-23.0458
-296.934,-176.229,-295.223,-178.711
-380.136,-130.014,-296.934,-176.229
-410.331,-121.499,-380.136,-130.014
58190.8,892.372,2190.46,-108.401
58190.8,892.372,465.343,164.966
70189.2,1085.58,58190.8,892.372
503.027,33.5737,2190.46,-108.401
2190.46,-108.401,786.723,-157.032
466.023,-352.684,6000,-2904.43
466.023,-352.684,451.284,-349.096
786.723,-157.032,466.023,-352.684
559.693,-160.495,786.723,-157.032
255.11,198.817,297.778,86.7294
255.11,198.817,206.867,225.278
317.814,199.43,255.11,198.817
297.778,86.7294,307.929,78.8945
307.929,78.8945,377.085,166.824
307.929,78.8945,307.828,72.1196
413.204,186.71,377.085,166.824
377.085,166.824,317.814,199.43
317.814,199.43,273.331,278.478
-6000,2516.9,-414.473,432.047
-408.69,422.155,-414.473,432.047
-414.473,432.047,-1181.16,6000
-458.262,362.951,-495.906,398.353
-495.906,398.353,-408.69,422.155
-383.648,402.546,-408.69,422.155
-307.442,-208.936,-234.151,-379.147
-88.4416,-245.86,-206.12,-168.247
-154.19,-118.353,-206.12,-168.247
-206.12,-168.247,-228.471,-166.39
-88.4416,-245.86,-5.87062,-186.249
-307.442,-208.936,-326.833,-222.718
-295.223,-178.711,-307.442,-208.936
-196.544,-16.9277,-228.471,-166.39
-228.471,-166.39,-295.223,-178.711
465.343,164.966,447.523,53.9242
465.343,164.966,413.204,186.71
440.49,45.942,447.523,53.9242
447.523,53.9242,503.027,33.5737
452.643,-13.8661,503.027,33.5737
-127.617,415.214,-243.581,1042.37
-416.834,6000,-243.581,1042.37
-243.581,1042.37,-286.377,594.187
-127.617,415.214,19.2043,442.603
-138.61,397.922,-127.617,415.214
-259.975,427.044,-158.686,390.842
-239.43,275.123,-158.686,390.842
-158.686,390.842,-138.61,397.922
-286.377,594.187,-259.975,427.044
-56.7468,261.157,-138.61,397.922
-286.377,594.187,-383.648,402.546
-494.557,-351.343,-1080.22,-373.842
-494.557,-351.343,-421.67,-247.342
-5090.4,-413.167,-1080.22,-373.842
-1080.22,-373.842,-426.806,-463.275
-426.806,-463.275,-763.169,-6000
-1328.13,-215.584,-5090.4,-413.167
-6000,-440.25,-5090.4,-413.167
-1328.13,-215.584,-538.388,-142.3
-455.394,-230.348,-1328.13,-215.584
-326.833,-222.718,-421.67,-247.342
-421.67,-247.342,-455.394,-230.348
-455.394,-230.348,-467.402,-190.757
-424.008,-18411.1,-197.761,-6413.25
-197.761,-6413.25,107.785,-504.031
194.521,-387.75,107.785,-504.031
202.256,240.029,206.867,225.278
394.416,314.374,413.204,186.71
307.828,72.1196,388.491,37.9588
307.828,72.1196,287.878,31.6945
413.327,-62.9291,388.491,37.9588
388.491,37.9588,440.49,45.942
440.49,45.942,452.643,-13.8661
-538.388,-142.3,-445.907,-113.56
-422.093,-120.386,-445.907,-113.56
-445.907,-113.56,-450.181,-103.851
-538.388,-142.3,-467.402,-190.757
-452.472,33.6678,-450.181,-103.851
34.1681,167.237,8.3552,193.106
8.3552,193.106,-34.268,258.006
-34.268,258.006,-56.7468,261.157
3.15101,295.951,-34.268,258.006
-422.093,-120.386,-410.331,-121.499
-467.402,-190.757,-422.093,-120.386
195.711,381.734,95.091,356.113
195.711,381.734,209.274,405.557
157.635,266.938,195.711,381.734
51.4798,396.821,95.091,356.113
95.091,356.113,123.903,285.411
157.635,266.938,202.256,240.029
154.362,266.577,157.635,266.938
123.903,285.411,154.362,266.577
123.903,285.411,3.15101,295.951
61.0381,164.219,154.362,266.577
343.839,-391.69,391.084,-322.874
391.084,-322.874,442.277,-353.801
521.178,-181.393,559.693,-160.495
451.284,-349.096,521.178,-181.393
433.882,-401.554,442.277,-353.801
442.277,-353.801,451.284,-349.096
-437.998,36.9936,-452.472,33.6678
-410.331,-121.499,-437.998,36.9936
-296.465,166.958,-262.487,144.73
-262.487,144.73,-205.995,98.8594
-205.995,98.8594,-167.26,96.7046
-135.12,53.3892,-167.26,96.7046
-205.995,98.8594,-210.832,55.8414
283.611,-424.304,343.839,-391.69
433.882,-401.554,343.839,-391.69
283.611,-424.304,2189.99,-6000
237.837,-381.538,283.611,-424.304
194.521,-387.75,237.837,-381.538
-99.2099,-77.0306,-4.86089,-154.846
-99.2099,-77.0306,-154.19,-118.353
-89.4385,-34.5612,-99.2099,-77.0306
-1.46559,-160.403,-4.86089,-154.846
-4.86089,-154.846,-14.9838,-24.8804
-89.4385,-34.5612,-146.679,5.38154
-57.8186,-17.483,-89.4385,-34.5612
-57.8186,-17.483,-58.2507,11.2419
-14.9838,-24.8804,-57.8186,-17.483
-14.9838,-24.8804,48.6932,-2.14514
-1.46559,-160.403,-5.87062,-186.249
89.9955,-90.7922,-1.46559,-160.403
-5.87062,-186.249,33.4087,-211.401
33.4087,-211.401,108.004,-240.796
103.013,-334.791,108.004,-240.796
108.004,-240.796,123.242,-230.848
33.4087,-211.401,24.3331,-365.911
123.242,-230.848,170.179,-116.914
170.179,-116.914,162.42,-108.051
170.179,-116.914,235.61,-131.318
182.749,1.56848,162.42,-108.051
162.42,-108.051,89.9955,-90.7922
48.6932,-2.14514,89.9955,-90.7922
2729.6,7312.35,6988.8,18531
2729.6,7312.35,223.536,430.659
19.2043,442.603,2729.6,7312.35
33.8377,404.978,19.2043,442.603
413.327,-62.9291,347.17,-66.068
310.169,-51.3529,347.17,-66.068
451.632,-74.0844,413.327,-62.9291
451.632,-74.0844,452.643,-13.8661
559.693,-160.495,451.632,-74.0844
394.416,314.374,3114.8,6000
320.655,302.179,394.416,314.374
223.536,430.659,320.655,302.179
275.617,281.182,320.655,302.179
223.536,430.659,210.187,406.501
2956.03,-6000,433.882,-401.554
-154.19,-118.353,-166.016,-5.86705
-541.566,325.849,-458.262,362.951
103.013,-334.791,194.521,-387.75
24.3331,-365.911,103.013,-334.791
-146.679,5.38154,-166.016,-5.86705
-166.016,-5.86705,-196.544,-16.9277
-196.544,-16.9277,-227.869,1.10792
287.878,31.6945,310.169,-51.3529
287.878,31.6945,194.214,13.8599
235.61,-131.318,310.169,-51.3529
273.331,278.478,202.256,240.029
273.331,278.478,275.617,281.182
-69.8528,83.8209,-5.36577,97.0093
5.81699,67.3011,-5.36577,97.0093
-5.36577,97.0093,34.1681,167.237
-69.8528,83.8209,-74.0937,76.2846
34.1681,167.237,61.0381,164.219
-146.798,9.04442,-146.679,5.38154
-223.782,38.1974,-227.869,1.10792
-227.869,1.10792,-290.06,-12.6362
-290.06,-12.6362,-271.806,55.1857
-74.0937,76.2846,-58.2507,11.2419
-58.2507,11.2419,5.81699,67.3011
-74.0937,76.2846,-135.12,53.3892
49.5986,0.239034,5.81699,67.3011
210.187,406.501,209.274,405.557
209.274,405.557,51.4798,396.821
51.4798,396.821,33.8377,404.978
194.214,13.8599,182.749,1.56848
182.749,1.56848,77.6741,21.0701
-271.806,55.1857,-296.465,166.958
-146.798,9.04442,-210.832,55.8414
-135.12,53.3892,-146.798,9.04442
-210.832,55.8414,-223.782,38.1974
-223.782,38.1974,-271.806,55.1857
275.617,281.182,210.187,406.501
49.5986,0.239034,48.6932,-2.14514
77.6741,21.0701,49.5986,0.239034
3.15101,295.951,33.8377,404.978
